method,mean_dist_1,mean_dist_2,mean_dist_3,mean_dist_1_change,mean_dist_2_change,mean_dist_3_change,evaluated_conditions
full_denoising,0.48765625,0.864102564102564,0.9560855263157896,0.0006250000000000034,-0.006570512820512797,-0.005756578947368429,10
prd,0.4866631270226537,0.8697589232472953,0.9658428013292617,-0.0003681229773462802,-0.0009141536757815815,0.004000696066103815,10
